"clinic_name","street_address","city","state","zip_code","county_name","last_updated","clinic_website","phone_number","volume_ordered","federal_allocation","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"Rite Aid Store #07853","901 S Saint Marys Street","Saint Marys","Pennsylvania","15857","Elk","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.56053 41.408409)",,,
"Walmart Store #1640","1665 N Atherton St","State College","Pennsylvania","16803","Centre","2021-04-26T00:00:00.000","https://www.walmart.com/cp/1228302",,,"false","POINT (-77.896587 40.80818)",,,
"Delta Medix Pc","300 Lackawanna Avenue","Scranton","Pennsylvania","18503","Lackawanna","2021-04-19T00:00:00.000","https://www.deltamedix.com/","570-800-7517","400","false","POINT (-75.667653 41.40834)",,,
"Cvs/pharmacy01921","1310 York Road","Gettysburg","Pennsylvania","17325",,"2021-03-17T00:00:00.000",,,,"true","POINT (-77.200176 39.844663)",,,
"Rite Aid Store #11011","600 Chestnut Avenue","Altoona","Pennsylvania","16601","Blair","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.396767 40.520011)",,,
"Giant Eagle Pharmacy-46","344 Goucher St.","Johnstown","Pennsylvania","15905","Cambria","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-78.931659 40.292309)",,,
"Weis Pharmacy-144","5580 Crawford Drive","Bethlehem (part-northampton)","Pennsylvania","18017","Northampton","2021-04-19T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.38905 40.67354)",,,
"Cvs/pharmacy 10694","141 West Lincoln Hwy","Exton","Pennsylvania","19341","Chester","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.630851 40.02771)",,,
"Rite Aid Store #02568","2810 Memorial Highway","Shavertown","Pennsylvania","18708",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.9472299 41.3008848)",,,
"Weis Pharmacy-181","552 State Street","Hamburg","Pa","19526","Berks","2021-03-22T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-75.980221 40.556078)",,,
"Giant Eagle Pharmacy-46","344 Goucher St.","Johnstown","Pennsylvania","15905","Cambria","2021-04-13T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-78.931659 40.292309)",,,
"Cvs/pharmacy01667","1052 Lititz Pike","Lititz","Pennsylvania","17543","Lancaster","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.305042 40.128282)",,,
"Cvs/pharmacy17279","4801 Mcknight Rd","Pittsburgh","Pa","152373423","Allegheny","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (0 0)",,,
"Mount Nittany Medical Center","Pharmacy Dept","State College","Pennsylvania","16803","Centre","2021-04-07T00:00:00.000","https://www.mountnittanycoronavirus.org/",,"1170","false","POINT (-77.847578 40.821071)",,,
"Giant Eagle Pharmacy-5103","2611 Freeport Rd.","Pittsburgh","Pennsylvania","15238","Allegheny","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.838606 40.537244)",,,
"Rite Aid Store #07886","115 Leader Heights Road","York","Pennsylvania","17403",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.706397 39.909906)",,,
"Weis Pharmacy-104","2065 Springwood Rd","York","Pa","17403","York","2021-03-29T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-76.690922 39.938428)",,,
"Erics Rx Shoppe","810 Welsh Rd","Horsham","Pennsylvania","19044","Montgomery","2021-04-13T00:00:00.000","https://www.ericsrx.com","215-509-5597","1170","false","POINT (-75.179284 40.178513)",,,
"The Chester County Hospital","Pharmacy","West Chester","Pennsylvania","19380","Chester","2021-04-19T00:00:00.000","https://www.chestercountyhospital.org/","1-610-883-5410","3170","false","POINT (-75.600912 39.97215)",,,
"Mlhc-paoli Hospital","255 West Lancaster Ave","Paoli","Pennsylvania","19301",,"2021-03-17T00:00:00.000","https://www.mainlinehealth.org/conditions-and-treatments/conditions/covid-19","484-580-1919","2000","false","POINT (-75.499805 40.042166)",,,
"Rite Aid Store #11170","418 Penn Street","Reading","Pennsylvania","19602","Berks","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.929285 40.335298)",,,
"Walmart Store #4612","1800 Tilden Ridge","Hamburg","Pennsylvania","19526","Berks","2021-04-26T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-75.981401 40.548402)",,,
"Vdi-wileys Pharmacy Lancaster","903 Nissley Rd","Lancaster","Pennsylvania","17601","Lancaster","2021-04-26T00:00:00.000",,"717-898-8804","100","false","POINT (-76.396735 40.065734)","0","100","0"
"Mlhc-paoli Hospital","255 W Lancaster Ave","Paoli","Pennsylvania","19301","Chester","2021-04-13T00:00:00.000","https://www.mainlinehealth.org/conditions-and-treatments/conditions/covid-19","484-580-1919","2000","false","POINT (-75.499805 40.042166)",,,
"Rite Aid Store #07878","1050 Northern Blvd","Clarks Summit","Pennsylvania","18411","Lackawanna","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.693074 41.484905)",,,
"Rite Aid Store #10990","31 North Jefferson Street","New Castle","Pennsylvania","16101",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.347295 41.000448)",,,
"Giant Pharmacy-6453","330 Marketplace Boulevard","Selinsgrove","Pa","17870","Snyder","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine",,,"false","POINT (-76.834568 40.841196)",,,
"Sav-on Pharmacy-norristown","2775 W Main Street","Norristown","Pennsylvania","19403","Montgomery","2021-04-26T00:00:00.000","https://www.albertsons.com/pharmacy/covid-19.html","877-723-3929",,"true","POINT (-75.3866491 40.1399478)",,,
"Vdi-harrisburg Pharmacy","2645 North 3rd St","Harrisburg","Pennsylvania","17110","Dauphin","2021-04-19T00:00:00.000","https://www.harrisburgrx.com/","717-232-0400",,"false","POINT (-76.899405 40.287133)",,,
"Rite Aid Store #10996","64 North Mercer Ave.","Sharpsville","Pennsylvania","16150","Mercer","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.474699 41.265353)",,,
"Family First Health-george Street Center","116 South George Street","York","Pennsylvania","17401","York","2021-03-29T00:00:00.000","https://www.familyfirsthealth.org/covid-19-vaccine-info","717-356-2242","300","false","POINT (-76.726844 39.960647)",,,
"Cvs/pharmacy01304","1802 Lehigh Street","Allentown","Pennsylvania","18103","Lehigh","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.48086 40.576675)",,,
"Rite Aid Store #11043","901 Northampton Street","Easton","Pennsylvania","18042","Northampton","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.221068 40.690737)",,,
"Conemaugh Miners Medical Center","290 Haida Ave","Hastings","Pennsylvania","16646",,"2021-03-17T00:00:00.000","https://www.conemaugh.org/health-information/covid-19-information/covid-19-vaccine-information#","814-247-3101","100","false","POINT (-78.705748 40.658976)",,,
"Rite Aid Store #01071","60 South Water Street","Sharon","Pennsylvania","16146","Mercer","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.5003674 41.2296228)",,,
"Vdi-park Avenue Pharmacy Inc","220 Park Ave","Chambersburg","Pennsylvania","17201","Franklin","2021-04-26T00:00:00.000","https://www.myparkavenuepharmacy.com","717-264-7312",,"false","POINT (-77.647657 39.947976)",,,
"Walmart Store #2236","651 Main St","Harleysville","Pennsylvania","19438","Montgomery","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-75.39545 40.285117)",,,
"Price Chopper Pharmacy-135","1228 O'neill Highway","Dunmore","Pennsylvania","18512","Lackawanna","2021-04-26T00:00:00.000","https://pricechopper.com/covidvaccine",,,"true","POINT (-75.619641 41.435367)",,,
"Cvs/pharmacy05749","1845 Mcclellandtown Road","Masontown","Pennsylvania","15461","Fayette","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-79.893457 39.865831)",,,
"Rite Aid Store #00926","1440 East High Street","Waynesburg","Pennsylvania","15370","Greene","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier","1-724-627-9849",,"true","POINT (-80.168015 39.896096)",,,
"Pharmerica Greensburg","4000 Hempfield Plaza Blvd","Greensburg","Pennsylvania","15601","Westmoreland","2021-04-07T00:00:00.000",,"724-836-8412",,"true","POINT (-79.581891 40.310044)",,,
"Alberts Pharmacy","201 S. Main Street","Pittston","Pennsylvania","18640","Luzerne","2021-04-19T00:00:00.000",,"717-323-8230","700","false","POINT (-75.793926 41.318492)",,,
"Upmc-childrens Hospital of Pittsburgh","4401 Penn Avenue","Pittsburgh","Pennsylvania","15224","Allegheny","2021-03-22T00:00:00.000","https://vaccine.upmc.com/","1-844-876-2822","3510","false","POINT (-79.952919 40.466131)",,,
"Rite Aid Store #10979","1501 Scalp Avenue","Johnstown","Pennsylvania","15904","Cambria","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.856976 40.269618)",,,
"Rite Aid Store #02382","163 West 26th Street","Erie","Pennsylvania","16508","Erie","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.076628 42.110727)",,,
"Rite Aid Store #11174","2210 State Hill Road","Wyomissing","Pennsylvania","19610","Berks","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.980895 40.339878)",,,
"Phn-petroleum Valley Medical Center","296 Church Street","Petrolia","Pennsylvania","16050","Butler","2021-04-07T00:00:00.000","https://primary-health.net/covid-vaccine-clinic.aspx","724-699-9211","100","false","POINT (-79.717689 41.021248)",,,
"Giant Eagle Pharmacy-2421","117 S. Walnut Street","Ligonier","Pennsylvania","15658","Westmoreland","2021-04-07T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.244388 40.245988)",,,
"Giant Pharmacy-6463","173 Holly Road","Gilbertsville","Pa","19525","Montgomery","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-75.619564 40.333983)",,,
"Phn-ebensburg Health Center","152 Zeman Drive","Ebensburg","Pennsylvania","15931","Cambria","2021-04-19T00:00:00.000","https://primary-health.net/covid-vaccine-clinic.aspx","724-699-9211","100","false","POINT (-78.758879 40.466036)",,,
"Weis Pharmacy-91","237 S. Mountain Blvd","Mountain Top","Pa","18707","Luzerne","2021-03-22T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-75.899452 41.144911)",,,
"Rite Aid Store #02267","452 Pond Street","Bristol","Pennsylvania","19007","Bucks","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-74.855036 40.099174)",,,
"Rite Aid Store #01814","113 West Main Street","West Newton","Pennsylvania","15089","Westmoreland","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.770052 40.211425)",,,
"Rite Aid Store #11063","228 Main Street","Stroudsburg","Pennsylvania","18360",,"2021-03-17T00:00:00.000",,,,"true","POINT (-75.188385 40.989368)",,,
"Uniontown Hospital","500 West Berkeley Street","Uniontown","Pennsylvania","15401",,"2021-03-17T00:00:00.000","https://www.uniontownhospital.com/covid-19-resources","724-430-8753","2340","false","POINT (-79.737489 39.90199)",,,
"Rite Aid Store #01320","640 Montgomery Avenue","Narberth","Pennsylvania","19072","Montgomery","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.254081 40.00911)",,,
"Weis Pharmacy-187","170 Buckaroo Lane","Bellefonte","Pa","16823","Centre","2021-04-13T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-77.737684 40.913172)",,,
"Rite Aid Store #01854","1709 Liberty Street","Erie","Pennsylvania","16502",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.095364 42.112995)",,,
"Rite Aid Store #04682","100 William Marks Drive","Munhall","Pennsylvania","15120",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.903445 40.409943)",,,
"Rite Aid Store #02466","10 Donner Avenue","Monessen","Pennsylvania","15062","Westmoreland","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.876429 40.160037)",,,
"Giant Pharmacy-6091","1760 Dekalb Pike","Blue Bell","Pa","19422","Montgomery","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-75.307103 40.149218)",,,
"Rite Aid Store #03470","580 Carbondale Road","Scott Township","Pennsylvania","18447","Lackawanna","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.6112354 41.4764821)",,,
"Sluhhn-sacred Heart Campus","421 Chew St","Allentown","Pennsylvania","18102","Lehigh","2021-03-22T00:00:00.000","https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine","1-866-785-8537","2000","false","POINT (-75.468091 40.608047)",,,
"Rite Aid Store #03620","1550 Columbia Avenue","Lancaster","Pennsylvania","17603","Lancaster","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.343846 40.037938)",,,
"Cvs/pharmacy17585","160 W Dekalb Pike","King of Prussia","Pennsylvania","194062327","Montgomery","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.365064 40.094172)",,,
"Weis Pharmacy-55","1603 Lincoln Highway East","Lancaster","Pa","17602","Lancaster","2021-03-22T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-76.271647 40.037875)",,,
"Rite Aid Store #07894","4999 Jonestown Rd","Harrisburg","Pennsylvania","17109","Dauphin","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.805224 40.306693)",,,
"Rite Aid Store #04415","14 Fifth Street","Williamsport","Pennsylvania","17701","Lycoming","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-77.00414 41.243712)",,,
"Fpc-mifflintown Family Practice Center","2813 Industrial Park Road","Mifflintown","Pennsylvania","17059","Juniata","2021-04-13T00:00:00.000",,"717-436-8283","300","false","POINT (-77.368437 40.583402)",,,
"Giant Eagle Pharmacy-80","40 White St","Brookville","Pennsylvania","15825","Jefferson","2021-04-13T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.084019 41.159862)",,,
"Walmart Store #3228","6700 Hollywood Blvd","Delmont","Pennsylvania","15626","Westmoreland","2021-04-26T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-79.58896 40.40019)",,,
"Rite Aid Store #10891","843 Rostraver Road","Belle Vernon","Pennsylvania","15012","Fayette","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.842975 40.136935)",,,
"Rite Aid Store #11073","400 West Second Street","Berwick","Pennsylvania","18603","Columbia","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.239317 41.05271)",,,
"Weis Pharmacy-144","5580 Crawford Drive","Bethlehem (part-northampton)","Pennsylvania","18017","Northampton","2021-04-13T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.38905 40.67354)",,,
"Rite Aid Store #00696","15 West Centre Street","Mahanoy City","Pennsylvania","17948","Schuylkill","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.141905 40.812759)",,,
"Rite Aid Store #00205","26 West Independence Street","Shamokin","Pennsylvania","17872","Northumberland","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.557699 40.790751)",,,
"Rite Aid Store #11172","4630 Perkiomen Avenue","Reading","Pennsylvania","19606","Berks","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.860972 40.306265)",,,
"Rite Aid Store #02375","925 West Erie Plaza","Erie","Pennsylvania","16505","Erie","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.133181 42.107651)",,,
"Community Pharmacy","1256 Pennsylvania Ave","Tyrone","Pennsylvania","16686","Blair","2021-04-13T00:00:00.000","https://www.cptyrone.com/","814-684-0230","1000","false","POINT (-78.236995 40.673364)",,,
"Rite Aid Store #02380","975 Market Street","Meadville","Pennsylvania","16335","Crawford","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.154016 41.636934)",,,
"Fpc-harrisburg Commerce St Fam Prac Ctr","2850 Commerce Drive","Harrisburg","Pennsylvania","17110","Dauphin","2021-04-13T00:00:00.000","https://www.fpcdoctors.com/harrisburg-commerce/","717-657-1361","500","false","POINT (-76.836319 40.312177)",,,
"Rite Aid Store #10995","1851 East State Street","Hermitage","Pennsylvania","16148","Mercer","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.475948 41.233359)",,,
"Rite Aid Store #04286","5201 Spring Road","Shermans Dale","Pennsylvania","17090","Perry","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-77.165193 40.319668)",,,
"Lehigh Family and Geriatric Associates","428 South 7th Street","Lehighton","Pennsylvania","18235","Carbon","2021-04-26T00:00:00.000","https://lfaga.net/","610-824-8350","300","false","POINT (-75.717817 40.826273)","0","300","0"
"Rite Aid Store #11025","65 Newberry Parkway","Etters","Pennsylvania","17319","York","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.81439007 40.14776858)",,,
"Cvs/pharmacy05749","1845 Mcclellandtown Road","Masontown","Pennsylvania","15461","Fayette","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-79.893457 39.865831)",,,
"Cornerstone Care-rogersville","140 Church Street","Rogersville","Pennsylvania","15359","Greene","2021-03-22T00:00:00.000","https://cornerstonecare.com/","724-499-5188","200","false","POINT (-80.2905878 39.8678755)",,,
"Sluhn-monroe","100 St. Lukes Lane","Stroudsburg","Pennsylvania","18360","Monroe","2021-04-13T00:00:00.000","https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine","1-866-785-8537","1570","false","POINT (-75.261735 40.998044)",,,
"Krhc-cameron County Hc-main","90 East 2nd Street","Emporium","Pennsylvania","15834","Cameron","2021-03-22T00:00:00.000","http://www.keystoneruralhealth.com/","1-814-486-1115","100","false","POINT (-78.23554 41.510226)",,,
"Rite Aid Store #02693","44 Kings Village","Minersville","Pennsylvania","17954","Schuylkill","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.254105 40.681573)",,,
"Cvs/pharmacy 16995","2251 York Crossing Dr","York","Pennsylvania","17408","York","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.777546 39.964368)",,,
"Rite Aid Store #03443","6039 National Pike","Grindstone","Pennsylvania","15442","Fayette","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.866614 40.006985)",,,
"Family First Health-george Street Center","116 South George Street","York","Pennsylvania","17401","York","2021-04-07T00:00:00.000","https://www.familyfirsthealth.org/covid-19-vaccine-info","717-356-2242","400","false","POINT (-76.726844 39.960647)",,,
"Giant Pharmacy-6005","6560 Carlisle Pike","Mechanicsburg","Pa","17050","Cumberland","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine",,,"false","POINT (-77.030004 40.246196)",,,
"Cvs/pharmacy 16576","2610 Pleasant Valley Rd","York","Pennsylvania","17402","York","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.681623 39.988954)",,,
"Meadville Medical Center","751 Liberty Street","Meadville","Pennsylvania","16335","Crawford","2021-04-07T00:00:00.000",,"814-373-2986","1170","false","POINT (-80.146296 41.641636)",,,
"Cvs Pharmacy #11084","1225 Third Street","Whitehall","Pennsylvania","18052","Lehigh","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.473113 40.641754)",,,
"Rite Aid Store #11011","600 Chestnut Avenue","Altoona","Pennsylvania","16601",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.396767 40.520011)",,,
"Cvs Pharmacy # 2730","342 North Lewis Road","Royersford","Pennsylvania","19468","Montgomery","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.535639 40.197029)",,,
"Walgreens Store # 9674","133 W. 8th Ave.","Homestead","Pennsylvania","15120","Allegheny","2021-04-26T00:00:00.000","https://www.walgreens.com/topic/findcare/coronavirus.jsp","1-800-925-4733",,"true","POINT (-79.912878 40.405589)",,,
"Kennett Dental","402 Mcfarlan Road","Kennett Square","Pennsylvania","19348","Chester","2021-04-26T00:00:00.000","http://www.lifetimedentalusa.com/location/kennett-lifetime-dental/","610-444-4033","1170","false","POINT (-75.693477 39.855303)","1170","0","0"
"Hometown Health Care of Nepa Inc.","921 Drinker Turnpike","Moscow","Pennsylvania","18444","Lackawanna","2021-03-22T00:00:00.000","https://www.facebook.com/HometownHealthNEPA","570-795-9795","1170","false","POINT (-75.514343 41.310335)",,,
"Family Pharmacy of Olyphant","110 Delaware Ave","Olyphant","Pennsylvania","18447","Lackawanna","2021-04-19T00:00:00.000","https://www.mygnp.com/pharmacies/family-pharmacy-of-olyphant-olyphant-pa-18447/","570-487-4447","100","false","POINT (-75.603365 41.469288)",,,
"Giant Eagle Pharmacy-471","475 Ben Franklin Rd S","Indiana","Pennsylvania","15701","Indiana","2021-04-19T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.191387 40.614027)",,,
"Cvs/pharmacy01919","815 N. Front St.","Philipsburg","Pennsylvania","16866","Centre","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-78.22901 40.902609)",,,
"Vdi-millers Pharmacy","Rt 6 Farm and Home Plaza","Wyalusing","Pennsylvania","18853","Bradford","2021-04-26T00:00:00.000","https://www.millerswyalusing.com/","570-746-1004","100","false","POINT (-76.2711891 41.709075)","0","100","0"
"Ahmad Wardeh Md","7 Anthra Plaza","Coal Township","Pennsylvania","17866","Northumberland","2021-04-19T00:00:00.000",,"570-644-0988","100","false","POINT (-76.564681 40.786651)",,,
"Alberts Pharmacy","201 S. Main Street","Pittston","Pennsylvania","18640",,"2021-03-17T00:00:00.000",,"717-323-8230","1170","false","POINT (-75.793926 41.318492)",,,
"Giant Eagle Pharmacy-6386","1700 New Butler Rd.","New Castle","Pennsylvania","16101","Lawrence","2021-03-29T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.311466 40.985448)",,,
"Giant Eagle Pharmacy-77","254 Yost Blvd.","Pittsburgh","Pennsylvania","15221","Allegheny","2021-03-29T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.854621 40.41342)",,,
"Giant Eagle Pharmacy-2416","200 Station Street","Mc Donald","Pennsylvania","15057",,"2021-03-17T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.237004 40.370067)",,,
"Giant Eagle Pharmacy-75","1600 W State St","Baden","Pennsylvania","15005","Beaver","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine","724-869-8420",,"true","POINT (-80.23605 40.654697)",,,
"Rite Aid Store #01983","102 Easton Road","Nazareth","Pennsylvania","18064","Northampton","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.309336 40.732811)",,,
"Weis Pharmacy-148","1651 E. Cumberland Street","Lebanon","Pa","17042","Lebanon","2021-03-22T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-76.382338 40.349695)",,,
"Cvs/pharmacy17379","1200 Baltimore Pike","Springfield","Pa","190642701","Delaware","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.349476 39.913635)",,,
"Weis Pharmacy-127","4300 Linglestown Road","Harrisburg","Pennsylvania","17112","Dauphin","2021-04-19T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.825854 40.336115)",,,
"Giant Eagle Pharmacy-81","5142 Route 30","Greensburg","Pennsylvania","15601","Westmoreland","2021-04-07T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.497297 40.302208)",,,
"Walgreens Store # 6924","152 E. Lancaster Ave.","Paoli","Pennsylvania","19301","Chester","2021-04-13T00:00:00.000","https://www.walgreens.com/topic/findcare/coronavirus.jsp","1-800-925-4733",,"true","POINT (-75.477109 40.042069)",,,
"Rite Aid Store #00230","200 North Antrim Way","Greencastle","Pennsylvania","17225","Franklin","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-77.729288 39.793793)",,,
"Millcreek Manor Pharmacy","5535 Peach St","Erie","Pennsylvania","16509","Erie","2021-04-07T00:00:00.000","https://lecomhealth.com/coronavirus/","814-868-3888",,"false","POINT (-80.093434 42.073007)",,,
"Rite Aid Store #11100","244 Commerce Circle","Bristol","Pennsylvania","19007","Bucks","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-74.871648 40.102548)",,,
"Cvs/pharmacy05720","110 South Pleasant Avenue","Somerset","Pennsylvania","15501",,"2021-03-17T00:00:00.000",,,,"true","POINT (-79.074371 40.007961)",,,
"Walmart Store #2909","961 E Columbus Ave","Corry","Pennsylvania","16407","Erie","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-79.613915 41.932509)",,,
"Cvs/pharmacy16608","155 Pocono Commons","Stroudsburg","Pennsylvania","18360","Monroe","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.244389 40.996201)",,,
"Cvs/pharmacy01918","840 Wayne Avenue","Chambersburg","Pennsylvania","17201","Franklin","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.654996 39.916107)",,,
"Giant Pharmacy-6443","925 Norland Avenue","Chambersburg","Pa","17201","Franklin","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-77.630871 39.94115)",,,
"Rite Aid Store #00501","201 North Washington Avenue","Scranton","Pennsylvania","18503","Lackawanna","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.66376 41.408006)",,,
