"store_name","address_1","city","county","state","zip_code","vaccine","date","doses","georeferenced_latitude_longitude"
"RITE AID 01180","217 South Blakely Street","Dunmore","Lackawanna","PA","18512","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.632437 41.419802)"
"CVS STORE #05081","101 W City Avenue","Bala Cynwyd","Montgomery","PA","19004","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.231498 39.998858)"
"GIANT EAGLE INC.","5550 Centre Ave","Pittsburgh","Allegheny","PA","15232","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.93517 40.45694)"
"RITE AID 00517","40-42 West Market Street","York","York","PA","17401","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.729119 39.962032)"
"CVS STORE #16498","201 Sunrise Blvd","Exton","Chester","PA","19341","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.630557 40.038456)"
"RITE AID 01274","4400 Pennell Road","Aston","Delaware","PA","19014","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.426923 39.856706)"
"GIANT EAGLE INC.","2000 Penny Lane Drive","Jeannette","Westmoreland","PA","15644","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.642925 40.366031)"
"WEIS MARKETS INC","431 Dublin Pike","Perkasie","Bucks","PA","18944","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.252067 40.402447)"
"RITE AID 02631","170 Saxer Avenue","Springfield","Delaware","PA","19064","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.33347 39.927547)"
"CVS STORE #17462","912 Airport Center Dr","Allentown","Lehigh","PA","18109","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.438893 40.638349)"
"RITE AID 10999","100 South Third Street","Conneaut Lake","Crawford","PA","16316","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.304377 41.602976)"
"WALMART PHARMACY #2024","808 Hunter Hwy","Tunkhannock","Wyoming","PA","18657","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.949808 41.525802)"
"RITE AID 00200","1130 Cumberland Street","Lebanon","Lebanon","PA","17042","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.430455 40.338855)"
"SPARTAN PHARMACY","3400 South Park Road Unit 1","Bethel Park","Allegheny","PA","15102","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.057122 40.321885)"
"RITE AID 00740","8878 Clearfield Curwensville","Clearfield","Clearfield","PA","16830","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-78.475398 40.989226)"
"CVS STORE #01324","28 North Claude A Lord Blvd","Pottsville","Schuylkill","PA","17901","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-76.193974 40.68656)"
"RITE AID 10891","843 Rostraver Road","Belle Vernon","Westmoreland","PA","15012","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.842985 40.13649)"
"RITE AID 10915","109 Allegheny River Blvd.","Oakmont","Allegheny","PA","15139","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.843382 40.512371)"
"WALGREEN DRUG STORE","2460 Memorial Hwy","Dallas","Luzerne","PA","18612","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.977046 41.341068)"
"RITE AID 10990","31 North Jefferson Street","New Castle","Lawrence","PA","16101","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-80.347202 41.000438)"
"RITE AID 00696","15 West Centre Street","Mahanoy City","Schuylkill","PA","17948","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.14186 40.812696)"
"WEIS MARKETS INC","1075 West King Street","Shippensburg","Cumberland","PA","17257","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-77.532783 40.044177)"
"SPRINGFIELD PHARMACY","1154 Baltimore Pike","Springfield","Delaware","PA","19064","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.346745 39.913764)"
"RITE AID 00218","5 East Main Street","Nanticoke","Luzerne","PA","18634","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.004896 41.205219)"
"RITE AID 01448","412 Broadway Street","Coraopolis","Allegheny","PA","15108","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.161093 40.516553)"
"RITE AID 10994","135 South Market Street","New Wilmington","Lawrence","PA","16142","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-80.333109 41.121605)"
"RITE AID 04684","825a East Chestnut Street","Lancaster","Lancaster","PA","17602","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.2889 40.04295)"
"RITE AID 10961","4185 Washington Road","Mcmurray","Washington","PA","15317","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.13319 40.262848)"
"KINSLEYS SHOPRITE PHY 422","107 Kinsley Drive","Brodheadsville","Monroe","PA","18322","Moderna Vaccine","2021-04-20T00:00:00.000","300","POINT (-75.422091 40.920286)"
"RITE AID 11151","1395 East Boot Road","West Chester","Chester","PA","19380","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.567639 39.997706)"
"RITE AID 03602","5675 York Road","New Oxford","Adams","PA","17350","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-77.042363 39.867097)"
"POTTSTOWN DISCOUNT PHARMACY","1501 East High Street","Pottstown","Montgomery","PA","19464","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.615101 40.244049)"
"RITE AID 00501","201 North Washington Avenue","Scranton","Lackawanna","PA","18503","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.663567 41.40807)"
"THE GIANT COMPANY STORE # 6529","4510 Marketplace Way","Enola","Cumberland","PA","17025","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.975882 40.289404)"
"WEIS MARKETS INC","1105 Chestnut Street","Berwick","Columbia","PA","18603","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.236082 41.063424)"
"WALMART PHARMACY #3564","2101 Blair Mill Rd","Willow Grove","Montgomery","PA","19090","Pfizer Vaccine","2021-04-20T00:00:00.000","2340","POINT (-75.143069 40.156956)"
"RITE AID 01981","2604 Linglestown Road","Harrisburg","Dauphin","PA","17110","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-76.855839 40.329971)"
"WALMART PHARMACY #2535","500 Terry Rich Blvd","Saint Clair","Schuylkill","PA","17970","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-76.192112 40.729089)"
"CVS STORE #17370","4220 N 5th Street Hwy","Temple","Berks","PA","19560","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.92757 40.396962)"
"RITE AID 07884","320 York Road","Carlisle","Cumberland","PA","17013","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-77.161039 40.191917)"
"WEGMANS FOOD MARKETS INC.","5000 Wegmans Dr.","Bethlehem","Northampton","PA","18017","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.38801 40.665563)"
"SAM'S PHARMACY #6675","7200 Peach St","Erie","Erie","PA","16509","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.086108 42.053527)"
"SAV-ON PHARMACY","2775 W Main St","Norristown","Montgomery","PA","19403","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.395002 40.146577)"
"RITE AID 01894","2901 Carlisle Road","Dover","York","PA","17315","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.814625 39.981991)"
"RITE AID 10982","1520 N Main Street Ext","Butler","Butler","PA","16001","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.907944 40.896833)"
"RITE AID 10919","4534 Broadway Blvd.","Monroeville","Allegheny","PA","15146","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.76592 40.389886)"
"RITE AID 03273","1201 South Bethlehem Pike","Ambler","Montgomery","PA","19002","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.214061 40.15785)"
"WALGREEN DRUG STORE","1319 Hanover Ave","Allentown","Lehigh","PA","18109","Moderna Vaccine","2021-04-20T00:00:00.000","300","POINT (-75.434206 40.618473)"
"SAV-ON PHARMACY","7901 Lansdowne Ave","Upper Darby","Delaware","PA","19082","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.289157 39.961677)"
"CVS STORE #04020","201 Fieldcrest Drive","Nottingham","Chester","PA","19362","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.021231 39.750388)"
"RITE AID 03804","10 Newport Plaza","Newport","Perry","PA","17074","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-77.113785 40.493228)"
"RITE AID 11033","3300 East Market Street","York","York","PA","17402","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.660617 39.978744)"
"RITE AID 00790","1305 West Chester Pike Suite 8","Havertown","Delaware","PA","19083","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.321468 39.973462)"
"RITE AID 01376","916 State Street","Erie","Erie","PA","16501","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.082963 42.126011)"
"RITE AID 11077","920 Wilkes-barre Twp Blvd","Wilkes-barre","Luzerne","PA","18702","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.88046 41.22374)"
"GIANT EAGLE INC.","41 Towne Center Drive","Leechburg","Westmoreland","PA","15656","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.611167 40.608325)"
"CVS STORE #02524","298 East Street Road","Feasterville Trevose","Bucks","PA","19053","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-74.995371 40.146633)"
"RITE AID 11112","3120 Chichester Avenue","Boothwyn","Delaware","PA","19061","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.441834 39.834493)"
"WALGREEN DRUG STORE","2235 Baltimore Pike","Oxford","Chester","PA","19363","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.987345 39.769746)"
"RITE AID 02474","59 North Main Street","Port Allegany","McKean","PA","16743","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-78.283799 41.815517)"
"YARDLEY PHARMACY AND SUPPLY","175 South Main Street","Yardley","Bucks","PA","19067","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-74.831672 40.236648)"
"CVS STORE #04245","175 W. Beau Street","Washington","Washington","PA","15301","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-80.249337 40.170275)"
"WALMART PHARMACY #2674","45 Williamson Rd","Greenville","Mercer","PA","16125","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.359133 41.413329)"
"RITE AID 00926","1440 East High Street","Waynesburg","Greene","PA","15370","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-80.168595 39.896135)"
"GIANT EAGLE INC.","7 Cottonwood Street","Northern Cambria","Cambria","PA","15714","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-78.783068 40.661124)"
"CVS STORE #16499","2331 E Lincoln Hwy","Langhorne","Bucks","PA","19047","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-74.878838 40.179092)"
"WEIS MARKETS INC","2850 Carlisle Road","Dover","York","PA","17315","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.814207 39.98191)"
"RITE AID 11099","2182 County Line Road","Huntingdon Valley","Montgomery","PA","19006","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.072085 40.171408)"
"RITE AID 11015","821 East Bishop Street","Bellefonte","Centre","PA","16823","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-77.76299 40.913783)"
"RITE AID 04288","3773 Peters Mountain Rd.","Halifax","Dauphin","PA","17032","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.926344 40.454288)"
"RITE AID 02422","480 West Bertsch Street","Lansford","Carbon","PA","18232","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.894202 40.827146)"
"COSTCO PHARMACY # 1081","14 W Lightcap Road","Pottstown","Montgomery","PA","19464","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.578296 40.239416)"
"GIANT EAGLE INC.","181 Sophrira Lane","Altoona","Blair","PA","16602","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-78.38756 40.48529)"
"WEIS MARKETS INC","2400 E Market Street","York","York","PA","17402","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.67935 39.974307)"
"CVS STORE #02867","1937 Macdade Blvd","Folsom","Delaware","PA","19033","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.314247 39.896208)"
"WALGREEN DRUG STORE","827 Magill Dr","North Huntingdon","Westmoreland","PA","15642","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-79.69067 40.318776)"
"RITE AID 11170","418 Penn Street","Reading","Berks","PA","19602","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.929145 40.335364)"
"PARTNERS PHARMACY","3036 Emrick Blvd.","Bethlehem","Northampton","PA","18020","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.295102 40.664728)"
"CVS STORE #02020","728 Union Boulevard","Allentown","Lehigh","PA","18109","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.446435 40.624042)"
"GIANT EAGLE INC.","1117 Milltown Rd","Verona","Allegheny","PA","15147","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.790153 40.498805)"
"CVS STORE #01731","3811 Neshaminy Blvd.","Bensalem","Bucks","PA","19020","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-74.955102 40.135851)"
"CVS STORE #05720","110 South Pleasant Avenue","Somerset","Somerset","PA","15501","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-79.074284 40.007815)"
"CVS STORE #01305","3519 Nazareth Rd","Easton","Northampton","PA","18045","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.277935 40.708176)"
"PHARMSCRIPT HOLDCOANDSUBSIDIARIES","200 W. Kensinger Dr","Cranberry Twp.","Butler","PA","16066","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-80.116904 40.711254)"
"CVS STORE #02782","1456 Ferry Rd.","Doylestown","Bucks","PA","18901","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.152166 40.340087)"
"BROCKIE HEALTHCARE INC","100 Homewood Way","Hanover","York","PA","17331","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.99126 39.783959)"
"CVS STORE #01309","250 S. Courtland St.","East Stroudsburg","Monroe","PA","18301","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.182888 40.995797)"
"CVS STORE #02785","1306 Macdade Blvd.","Woodlyn","Delaware","PA","19094","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-75.345249 39.877538)"
"RITE AID 10988","129 Grand Ave","Mars","Butler","PA","16046","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.01036 40.696591)"
"CVS STORE #05096","204 East Second Street","Oil City","Venango","PA","16301","Pfizer Vaccine","2021-04-20T00:00:00.000","1170","POINT (-79.707335 41.427947)"
"GIANT EAGLE INC.","344 Goucher St.","Johnstown","Cambria","PA","15905","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-78.93244 40.292515)"
"RITE AID 01709","15 Centennial Way","Scottdale","Westmoreland","PA","15683","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-79.587061 40.101509)"
"RITE AID 02442","950 East Baltimore Pike","Yeadon","Delaware","PA","19050","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.25694 39.940962)"
"GIANT EAGLE INC.","2067 Interchange Road","Erie","Erie","PA","16509","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.101314 42.06465)"
"WEIS MARKETS INC","5140 Simpson Ferry Road","Mechanicsburg","Cumberland","PA","17055","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.975491 40.218958)"
"RITE AID 01197","446 West Main Street","Monongahela","Washington","PA","15063","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.927757 40.203839)"
"WALGREEN DRUG STORE","827 Magill Dr","North Huntingdon","Westmoreland","PA","15642","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-79.69067 40.318776)"
"WALGREEN DRUG STORE","1210 Wilmington Ave","New Castle","Lawrence","PA","16105","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-80.351065 41.013367)"
"WEIS MARKETS INC","801 Loyalsock Ave","Montoursville","Lycoming","PA","17754","Moderna Vaccine","2021-04-20T00:00:00.000","100",
"RITE AID 00415","33 Public Square","Wilkes-barre","Luzerne","PA","18701","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.882467 41.245781)"
"BATH DRUG PHARMACY","310 S Walnut St","Bath","Northampton","PA","18014","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.392723 40.723163)"
"RITE AID 00170","128 N Courtland Street","East Stroudsburg","Monroe","PA","18301","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.183088 41.002307)"
"RITE AID 02768","54 North Main Street","Carbondale","Lackawanna","PA","18407","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.501494 41.573878)"
"RITE AID 01922","315 West Fourth Street","Quarryville","Lancaster","PA","17566","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-76.169588 39.893979)"
"WALGREEN DRUG STORE","30 Pine Creek Rd","Wexford","Allegheny","PA","15090","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-80.043468 40.586808)"
"RITE AID 11155","1249 West Chester Pike","West Chester","Chester","PA","19382","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.556155 39.968044)"
"WEIS MARKETS INC","2600 Willow St Pike North","Willow Street","Lancaster","PA","17584","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-76.27983 39.984716)"
"RITE AID 11058","241 North First Street","Lehighton","Carbon","PA","18235","Moderna Vaccine","2021-04-20T00:00:00.000","200","POINT (-75.709009 40.836329)"
"WEIS MARKETS INC","611-619 Fifteenth Street","Huntingdon","Huntingdon","PA","16652","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-78.014145 40.496568)"
"RITE AID 11097","642 Easton Road","Warrington","Bucks","PA","18976","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.138823 40.229421)"
"CVS STORE #01805","101 Reecesville Rd","Coatesville","Chester","PA","19320","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.790044 40.008115)"
"WALGREEN DRUG STORE","30 W Ridge Pike","Limerick","Montgomery","PA","19468","Moderna Vaccine","2021-04-20T00:00:00.000","100","POINT (-75.501548 40.216037)"
"Rite Aid Store #01496","508 East Second Street","Oil City","Venango","PA","16301","Moderna","2021-03-15T00:00:00.000","200","POINT (-79.705224 41.426891)"
"Weis Markets Inc","1321 Blue Valley Drive","Pen Argyl","Northampton","PA","18072","Moderna","2021-03-15T00:00:00.000","100","POINT (-75.236443 40.87292)"
"Rite Aid Store #07853","901 S Saint Marys Street","Saint Marys","Elk","PA","15857","Moderna","2021-03-15T00:00:00.000","200","POINT (-78.560618 41.408245)"
"Rite Aid Store #02442","950 East Baltimore Pike","Yeadon","Delaware","PA","19050","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.25694 39.940962)"
"Weis Markets Inc","2525 Memorial Highway","Dallas","Luzerne","PA","18612","Moderna","2021-03-15T00:00:00.000","100","POINT (-75.959383 41.334309)"
"Wegmans Food Markets Inc.","100 Applied Bank Blvd.","Glen Mills","Delaware","PA","19342","Moderna","2021-03-15T00:00:00.000","100","POINT (-75.541455 39.87534)"
"Walmart Store #1883","3942 Brodhead Rd","Monaca","Beaver","PA","15061-3028","Pfizer","2021-03-15T00:00:00.000","195","POINT (-80.302229 40.680889)"
"Rite Aid Store #11091","5707 Easton Road","Pipersville","Bucks","PA","18947","Pfizer","2021-03-15T00:00:00.000","1170","POINT (-75.145897 40.38058)"
"Cvs Store #1646","765 South West Street","Carlisle","Cumberland","PA","17013","Pfizer","2021-03-15T00:00:00.000","1170","POINT (-77.194998 40.192052)"
"Rite Aid Store #01925","210 9th Street","Glassport","Allegheny","PA","15045","Moderna","2021-03-15T00:00:00.000","200","POINT (-79.892061 40.321055)"
"Weis Markets Inc","237 S Mountain Blvd","Mountain Top","Luzerne","PA","18707","Moderna","2021-03-15T00:00:00.000","100","POINT (-75.899122 41.145358)"
"Rite Aid Store #11023","300 S. Fayette Street","Shippensburg","Franklin","PA","17257","Moderna","2021-03-15T00:00:00.000","200","POINT (-77.520251 40.044218)"
"Rite Aid Store #03447","126 W. Main Street","Grove City","Mercer","PA","16127","Moderna","2021-03-15T00:00:00.000","200","POINT (-80.087783 41.157328)"
"Rite Aid Store #10904","4960 William Flynn Hwy Ste 10","Allison Park","Allegheny","PA","15101","Pfizer","2021-03-15T00:00:00.000","1170","POINT (-79.947174 40.60223)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0054","Somerset","Somerset","PA","15501","Moderna","2021-03-15T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #2460","West Newton","Westmoreland","PA","15089","Moderna","2021-03-15T00:00:00.000","100",
"Cvs Store #1611","1101 Moosic St.","Scranton","Lackawanna","PA","18505","Pfizer","2021-03-15T00:00:00.000","1170","POINT (-75.649372 41.396588)"
"Rite Aid Store #03610","1786-i Columbia Avenue","Columbia","Lancaster","PA","17512","Moderna","2021-03-15T00:00:00.000","200","POINT (-76.475514 40.031854)"
"Walmart Store #5649","299 Valley Gate Drive","Warrington","Bucks","PA","18976-2745","Pfizer","2021-03-15T00:00:00.000","145","POINT (-75.131237 40.216792)"
"Weis Markets Inc","25 W Germantown Pike","Norristown","Montgomery","PA","19401","Moderna","2021-03-15T00:00:00.000","100","POINT (-75.313951 40.142791)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0039","Washington","Washington","PA","15301","Moderna","2021-03-15T00:00:00.000","100",
"Rite Aid Store #11158","160 North Gulph Road Ste1088","King of Prussia","Montgomery","PA","19406","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.391771 40.085626)"
"Cvs Store #7677","165 South Richland Avenue","York","York","PA","17404","Pfizer","2021-03-15T00:00:00.000","1170","POINT (-76.748594 39.953129)"
"Rite Aid Store #01274","4400 Pennell Road","Aston","Delaware","PA","19014","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.426923 39.856706)"
"Rite Aid Store #10891","843 Rostraver Road","Belle Vernon","Westmoreland","PA","15012","Moderna","2021-03-15T00:00:00.000","200","POINT (-79.842985 40.13649)"
"Weis Markets Inc","6901 Westbranch Highway","Lewisburg","Union","PA","17837","Moderna","2021-03-15T00:00:00.000","100","POINT (-76.889546 40.974303)"
"Rite Aid Store #10975","201 West Mahoning Street","Punxsutawney","Jefferson","PA","15767","Moderna","2021-03-15T00:00:00.000","200","POINT (-78.972842 40.943165)"
"Rite Aid Store #11038","2411 Columbia Blvd","Bloomsburg","Columbia","PA","17815","Moderna","2021-03-15T00:00:00.000","200","POINT (-76.413712 41.011202)"
"Rite Aid Store #11093","1039 2nd Street Pike","Richboro","Bucks","PA","18954","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.010447 40.216976)"
"Rite Aid Store #00740","8878 Clearfield Curwensville","Clearfield","Clearfield","PA","16830","Moderna","2021-03-15T00:00:00.000","200","POINT (-78.475398 40.989226)"
"Rite Aid Store #00229","1184 Texas Palmyra Highway","Honesdale","Wayne","PA","18431","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.224928 41.553747)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0077","Pittsburgh","Allegheny","PA","15221","Moderna","2021-03-15T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #2412","White Oak","Allegheny","PA","15131","Moderna","2021-03-15T00:00:00.000","100",
"Wakefern Food Corp","942 West Street Road","Warminster","Bucks","PA","18974","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.107549 40.211168)"
"Rite Aid Store #00596","827 N. Center Street","Corry","Erie","PA","16407","Moderna","2021-03-15T00:00:00.000","200","POINT (-79.641386 41.930084)"
"Rite Aid Store #00232","5035 Lincoln Way East","Fayetteville","Franklin","PA","17222","Moderna","2021-03-15T00:00:00.000","200","POINT (-77.551076 39.907786)"
"Walmart Sponsored Off-site Vaccine Clinic","Exeter Township School District","Reading","Berks","PA","19606","Pfizer","2021-03-15T00:00:00.000","1170",
"Rite Aid Store #00992","320 East Lincoln Highway","Coatesville","Chester","PA","19320","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.819277 39.983816)"
"Cvs Store #2321","744 Wertzville Rd","Enola","Cumberland","PA","17025","Pfizer","2021-03-15T00:00:00.000","1170","POINT (-76.946718 40.287653)"
"Rite Aid Store #11084","148 Ennis Lane","Towanda","Bradford","PA","18848","Moderna","2021-03-15T00:00:00.000","200",
"Weis Markets Inc","365 S Cedar Crest Blvd","Allentown","Lehigh","PA","18103","Moderna","2021-03-15T00:00:00.000","100","POINT (-75.522336 40.582536)"
"Rite Aid Store #02797","1401 West Cheltenham Avenue","Melrose Park","Montgomery","PA","19027","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.13991 40.063643)"
"Rite Aid Store #04284","3601 Walnut Street","Harrisburg","Dauphin","PA","17109","Moderna","2021-03-15T00:00:00.000","200","POINT (-76.836931 40.288332)"
"Weis Markets Inc","2020 N 13th Street","Reading","Berks","PA","19604","Moderna","2021-03-15T00:00:00.000","100","POINT (-75.911435 40.365723)"
"Weis Markets Inc","3885 Union Deposit Road","Harrisburg","Dauphin","PA","17109","Moderna","2021-03-15T00:00:00.000","100","POINT (-76.824615 40.27828)"
"Rite Aid Store #11117","1500 Garrett Road","Upper Darby","Delaware","PA","19082","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.274425 39.955048)"
"Rite Aid Store #10987","100 Seven Fields Blvd","Seven Fields","Butler","PA","16046","Moderna","2021-03-15T00:00:00.000","200","POINT (-80.057013 40.688744)"
"Rite Aid Store #11100","244 Commerce Circle","Bristol","Bucks","PA","19007","Moderna","2021-03-15T00:00:00.000","200","POINT (-74.871301 40.102748)"
"Rite Aid Store #00205","26 West Independence Street","Shamokin","Northumberland","PA","17872","Moderna","2021-03-15T00:00:00.000","200","POINT (-76.557588 40.790891)"
"Rite Aid Store #00819","340 East High Street","Pottstown","Montgomery","PA","19464","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.646124 40.245125)"
"Rite Aid Store #02017","762 East Johnson Highway","Norristown","Montgomery","PA","19401","Moderna","2021-03-15T00:00:00.000","200","POINT (-75.317783 40.125455)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0069","Pittsburgh","Allegheny","PA","15235","Moderna","2021-03-15T00:00:00.000","100",
"Wegmans Food Markets Inc.","5028 West Ridge Rd.","Erie","Erie","PA","16506","Moderna","2021-03-15T00:00:00.000","200","POINT (-80.18926 42.067991)"
"Rite Aid Store #10967","6090 Route 30","Greensburg","Westmoreland","PA","15601","Moderna","2021-03-15T00:00:00.000","200",
"Rite Aid Store #07825","201 Devine Drive","Wexford","Allegheny","PA","15090","Pfizer","2021-03-15T00:00:00.000","1170","POINT (-80.090441 40.617256)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0078","Pittsburgh","Allegheny","PA","15235","Moderna","2021-03-15T00:00:00.000","100",
"Rite Aid Store #01304","124 South Front Street","Steelton","Dauphin","PA","17113","Moderna","2021-03-15T00:00:00.000","200","POINT (-76.838351 40.233828)"
