"clinic_name","street_address","city","state","zip_code","county_name","last_updated","clinic_website","phone_number","volume_ordered","federal_allocation","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"PHN-Greenville Community Health Center","348 Main Street","Greenville","Pennsylvania","16125","Mercer","2021-03-29T00:00:00.000","https://primary-health.net/covid-vaccine-clinic.aspx","724-699-9211","100","false","POINT (-80.379156 41.408339)",,,
"Walmart Store #2528","167 HOGAN BLVD","MILL HALL","Pennsylvania","17751","Clinton","2021-03-29T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-77.477003 41.11627)",,,
"Tops Pharmacy-672","525 NORTH FRALEY STREET","Kane","Pennsylvania","16735","McKean","2021-04-26T00:00:00.000","https://www.topsmarkets.com/Covid19vaccinations",,,"true","POINT (-78.813352 41.669292)",,,
"Centre Volunteers in Medicine","2520 Green Tech Dr.","State College","Pennsylvania","16803","Centre","2021-04-13T00:00:00.000","https://cvim.net/covid-vaccination/","814-231-4043","1170","false","POINT (-77.918995 40.813387)",,,
"Giant Eagle Pharmacy-4038","4265 Buffalo Rd","Erie","Pennsylvania","16510","Erie","2021-03-22T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.004773 42.145237)",,,
"CVS/pharmacy17448","2661 Freeport Rd","Pittsburgh","PA","152381441","Allegheny","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-79.837154 40.53752)",,,
"OAKSIDE CARE PHARMACY","440 LEHIGH STREET","Reading","Pennsylvania","19601","Berks","2021-03-29T00:00:00.000","https://www.oaksidecarepharmacy.com/covid-19-vaccination","484-663-5760","1170","false","POINT (-75.948162 40.354217)",,,
"KRHC-Ridgway Medical Center","49 Ridgmont Dr","Ridgway","Pennsylvania","15853","Elk","2021-03-29T00:00:00.000","http://www.keystoneruralhealth.com","814-245-2119","100","false","POINT (-78.743604 41.435018)",,,
"RITE AID STORE #01494","1120 PHILADELPHIA AVENUE","NORTHERN CAMBRIA","Pennsylvania","15714","Cambria","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.781624 40.663304)",,,
"Sams Club Store #6547","611 LYCOMING MALL CIR","MUNCY","Pennsylvania","17756","Lycoming","2021-04-26T00:00:00.000","https://www.samsclub.com/club/muncy-pa-sams-club/6547","570-546-3513",,"false","POINT (-76.823187 41.239772)",,,
"RITE AID STORE #11154","13 EAST GAY STREET","WEST CHESTER","Pennsylvania","19380","Chester","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.604804 39.960749)",,,
"CVS/pharmacy01942","413 RR 1, Rte 611","Tannersville","Pennsylvania","18372","Monroe","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.322872 41.0514121)",,,
"RITE AID STORE #11119","644 WEST LANCASTER AVE.","WAYNE","Pennsylvania","19087","Chester","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.404911 40.045837)",,,
"Giant Eagle Pharmacy-29","1356 Hoffmann Boulevard","West Mifflin","Pennsylvania","15122","Allegheny","2021-04-13T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.869395 40.382401)",,,
"RITE AID STORE #10926","1222 BROWNSVILLE RD","PITTSBURGH","Pennsylvania","15210","Allegheny","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.990169 40.403651)",,,
"RITE AID STORE #00696","15 WEST CENTRE STREET","MAHANOY CITY","Pennsylvania","17948","Schuylkill","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.141905 40.812759)",,,
"Weis Pharmacy-199","2150 Bumble Bee Hollow Road","Mechanicsburg","PA","17055",,"2021-03-17T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-76.98566 40.175499)",,,
"RITE AID STORE #00451","1200 WEST MARKET STREET","YORK","Pennsylvania","17404","York","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.752545 39.954677)",,,
"UPMC-Altoona","620 HOWARD AVENUE","ALTOONA","PENNSYLVANIA","16601","Blair","2021-03-22T00:00:00.000","https://vaccine.upmc.com/","1-844-876-2822","1170","false","POINT (-78.398234 40.521206)",,,
"Cornerstone Care Ped Cntr of Washington","400 JEFFERSON AVE","Washington","Pennsylvania","15301","Washington","2021-04-19T00:00:00.000","https://cornerstonecare.com/","724-228-7400","200","false","POINT (-80.255531 40.175191)",,,
"RITE AID STORE #00205","26 WEST INDEPENDENCE STREET","SHAMOKIN","Pennsylvania","17872","Northumberland","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.557699 40.790751)",,,
"RITE AID STORE #10893","1200 PITTSBURGH STREET","CHESWICK","Pennsylvania","15024","Allegheny","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.804131 40.540989)",,,
"Fulton County Medical Center","Fulton County Medical Center","MC CONNELLSBURG","PA","172338559","Fulton","2021-03-29T00:00:00.000",,"717-485-3155","400","false","POINT (-78.008912 39.936749)",,,
"RITE AID STORE #10917","4111 WILLIAM PENN HWY.","MONROEVILLE","Pennsylvania","15146","Allegheny","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.768465 40.438863)",,,
"RITE AID STORE #11091","5707 EASTON ROAD","Plumsteadville","Pennsylvania","18949","Bucks","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.146761 40.387813)",,,
"Cornerstone Care Ped Cntr of Washington","400 Jefferson Avenue","Washington","Pennsylvania","15301","Washington","2021-03-22T00:00:00.000","https://cornerstonecare.com/","724-228-7400","200","false","POINT (-80.255531 40.175191)",,,
"CVS/pharmacy01606","37 Mahoning St.","Milton","Pennsylvania","17847","Northumberland","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.855972 41.015956)",,,
"RITE AID STORE #11105","832 NORTH LANSDOWNE AVE.","DREXEL HILL","Pennsylvania","19026","Delaware","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.287534 39.958773)",,,
"RITE AID STORE #06712","100 Forbes Avenue","Pittsburgh","Pennsylvania","15222","Allegheny","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.003547 40.440941)",,,
"RITE AID STORE #02631","170 SAXER AVENUE","SPRINGFIELD","Pennsylvania","19064","Delaware","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.333589 39.9277)",,,
"Walmart Store #2334","2034 LINCOLN HWY E","LANCASTER","Pennsylvania","17602","Lancaster","2021-05-03T00:00:00.000","https://www.walmart.com/cp/1228302","833-886-0023",,"true","POINT (-76.243381 40.032691)",,,
"RITE AID STORE #00866","501 SOUTH 29TH ST STE A","HARRISBURG","Pennsylvania","17104","Dauphin","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.841118 40.266769)",,,
"CVS/pharmacy01588","1096 Wyoming Avenue, Midway S/C","Wyoming","Pennsylvania","18644","Luzerne","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.850422 41.301857)",,,
"VDI-DePietros Pharmacy","617 3rd Street","Dunmore","Pennsylvania","18512","Lackawanna","2021-04-26T00:00:00.000",,,"1000","false","POINT (-75.634014 41.415651)","0","1000","0"
"CVS/pharmacy16632","315 Colonnade Blvd","State College","PA","168032321","Centre","2021-03-29T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.904755 40.812919)",,,
"Adams Cumberland Pharmacy-Biglerville","3463 Biglerville Rd","Biglerville","Pennsylvania","17307","Adams","2021-04-19T00:00:00.000","https://covid-19schedulinglink.as.me/vaccine","717-323-8230","1200","false","POINT (-77.24821 39.924907)",,,
"Noxen Medical Center","2888 SR 29 S # 2","Noxen","Pennsylvania","18636","Wyoming","2021-04-26T00:00:00.000",,"570-704-4234","100","false","POINT (-76.059938 41.418797)","0","100","0"
"CVS/pharmacy01178","702 Chestnut Street","Emmaus","Pennsylvania","18049","Lehigh","2021-05-03T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine","1-800-746-7287",,"true","POINT (-75.498801 40.531961)",,,
"CVS/pharmacy01596","140 East Chestnut Street","Mifflinburg","Pennsylvania","17844","Union","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.034009 40.922478)",,,
"RITE AID STORE #11007","1338 EAST GRANDVIEW BLVD.","ERIE","Pennsylvania","16504","Erie","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.030468 42.107625)",,,
"RITE AID STORE #03412","1800-1814 MORNINGSIDE AVENUE","PITTSBURGH","Pennsylvania","15206","Allegheny","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.927171 40.48642)",,,
"Sams Club Store #4994","6520 Carlisle Pike","Mechanicsburg","Pennsylvania","17050","Cumberland","2021-04-26T00:00:00.000","https://www.samsclub.com/club/mechanicsburg-pa-sams-club/4994","717-516-3772",,"false","POINT (-77.023964 40.246461)",,,
"GIANT PHARMACY-6306","2130 PALOMINO ROAD","DOVER","PA","17315","York","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-76.839854 39.995241)",,,
"The Medicine Shoppe-York","1698 s. queen st","York","Pennsylvania","17403",,"2021-03-17T00:00:00.000",,"717-846-0500","200","false","POINT (-76.705295 39.942725)",,,
"SLUHHN-Sacred Heart Campus","421 Chew St","Allentown","Pennsylvania","18102","Lehigh","2021-04-07T00:00:00.000","https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine","1-866-785-8537","2000","false","POINT (-75.468091 40.608047)",,,
"Pepper Pharmacy","195 to 197 East Plumstead Ave","Lansdowne","Pennsylvania","19050","Delaware","2021-05-03T00:00:00.000","https://www.pepperpharmacy.com/","610-626-4941","200","false","POINT (-75.268555 39.950552)","0","200","0"
"CVS/pharmacy01319","1054 Shoemaker Avenue","Shoemakersville","Pennsylvania","19555","Berks","2021-03-29T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.965936 40.509012)",,,
"RITE AID STORE #02797","1401 WEST CHELTENHAM AVENUE","MELROSE PARK","Pennsylvania","19027","Montgomery","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.139393 40.063423)",,,
"RITE AID STORE #04083","101 5TH STREET","CHARLEROI","Pennsylvania","15022","Washington","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.896423 40.139322)",,,
"RITE AID STORE #11173","2962 ST. LAWRENCE AVENUE","READING","Pennsylvania","19606","Berks","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.877732 40.329021)",,,
"UPMC-CHILDRENS HOSPITAL OF PITTSBURGH","4401 Penn Avenue","Pittsburgh","Pennsylvania","15224","Allegheny","2021-04-07T00:00:00.000","https://vaccine.upmc.com/","1-844-876-2822","3510","false","POINT (-79.952919 40.466131)",,,
"GIANT PHARMACY-6269","3301 TRINDLE ROAD","CAMP HILL","PA","17011","Cumberland","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","844.915.1814",,"false","POINT (-76.935404 40.238081)",,,
"Weis Pharmacy #135","112 Atlantic Avenue","Dingmans Ferry","Pennsylvania","18328","Pike","2021-04-19T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-74.942561 41.245434)",,,
"Giant Eagle Pharmacy #2455","3220 Leechburg Rd","New Kensington","Pennsylvania","15068","Westmoreland","2021-04-19T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.709443 40.585272)",,,
"NCS Pharmacy","100 E Main St","Lititz","Pennsylvania","17543","Lancaster","2021-04-13T00:00:00.000","http://www.ncspharmacy.com/","717-509-6259","1370","false","POINT (-76.304256 40.156657)",,,
"GIANT PHARMACY-6079","275 PAULINE DR, S YORK PLZ","YORK","PA","17402","York","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine",,,"false","POINT (-76.682468 39.934231)",,,
"Family Halth Clinic of Bk-Susquehanna","2872 Turnpike Street","Susquehanna","Pennsylvania","18847","Susquehanna","2021-05-03T00:00:00.000",,"570-853-3135","100","false","POINT (-75.593922 41.947349)","0","100","0"
"CVS/pharmacy03598","599 Bell Tavern Blvd","Downingtown","Pennsylvania","19335","Chester","2021-03-29T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.683611 40.029544)",,,
"Sams Club Store #6679","2251 CENTURY DR","WEST MIFFLIN","Pennsylvania","15122","Allegheny","2021-05-03T00:00:00.000","https://www.samsclub.com/club/west-mifflin-pa-sams-club/6679","833-886-0023",,"false","POINT (-79.94661 40.343911)",,,
"Millcreek Community Hospital","5515 Peach street","Erie","Pennsylvania","16509","Erie","2021-03-29T00:00:00.000","https://lecomisaging.com/","1-866-532-6619","1170","false","POINT (-80.093648 42.074182)",,,
"RITE AID STORE #03389","2674 EGYPT ROAD","AUDUBON","Pennsylvania","19403","Montgomery","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.408417 40.130215)",,,
"RITE AID STORE #00213","2715 PARADE STREET","ERIE","Pennsylvania","16504",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.064198 42.114083)",,,
"CVS PHARMACY #11421","1216 West 6th St","Erie","Pennsylvania","16507","Erie","2021-05-03T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine","1-800-746-7287",,"true","POINT (-80.111495 42.119887)",,,
"UPMC-Pinnacle Harrisburg","RX DEPT","Harrisburg","Pennsylvania","17101","Dauphin","2021-04-07T00:00:00.000","https://vaccine.upmc.com/","1-844-876-2822","2000","false","POINT (-76.881117 40.257681)",,,
"FPC-Watsontown Family Practice Center","12560 State Route 405","Watsontown","Pennsylvania","17777","Northumberland","2021-04-26T00:00:00.000","https://www.fpcdoctors.com/watsontown/","570-538-2501","100","false","POINT (-76.876917 41.099997)","0","100","0"
"Comm Health and Dental-Robinson St","351 W Schuylkill Ave","Pottstown","Pennsylvania","19465","Chester","2021-04-13T00:00:00.000","https://ch-dc.org/coronavirus-covid-19/",,"200","false","POINT (-75.649669 40.218983)",,,
"RITE AID STORE #01733","1400 WEST MAIN STREET","JEFFERSONVILLE","Pennsylvania","19403",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.3866491 40.1399478)",,,
"Wellspan York Hospital","1001 S .George","York","Pennsylvania","17405","York","2021-04-19T00:00:00.000","https://www.wellspan.org/covid19","855-851-3641","5850","false","POINT (-76.71850692 39.94653337)",,,
"Scranton Primary Health Care Center Inc","959 Wyoming Avenue","Scranton","Pennsylvania","18509",,"2021-03-17T00:00:00.000","https://scrantonprimary.org/","570-344-9684","600","false","POINT (-75.655167 41.417856)",,,
"Giant Eagle Pharmacy-2421","117 S. Walnut Street","Ligonier","Pennsylvania","15658","Westmoreland","2021-04-19T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.244388 40.245988)",,,
"PharMerica WB","153 Stewart Rd","Wilkes Barre","Pennsylvania","18706","Luzerne","2021-04-19T00:00:00.000","https://pharmerica.com/covid-19-vaccinations/",,,"true","POINT (-75.92161 41.214843)",,,
"RITE AID STORE #04684","825A EAST CHESTNUT STREET","LANCASTER","Pennsylvania","17602","Lancaster","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.288924 40.043017)",,,
"Walmart Pharmacy #2641","1091 MILL CREEK RD","Allentown","Pennsylvania","18106","Lehigh","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-75.581114 40.552782)",,,
"PHN-Oil City Health Center","811 Grandview Road","Oil City","Pennsylvania","16301","Venango","2021-03-22T00:00:00.000","https://www.primary-health.net/covid-vaccine-clinic.aspx","724-699-9211","100","false","POINT (-79.688348 41.441276)",,,
"RITE AID STORE #01495","101 EAST SHIRLEY STREET","MT UNION","Pennsylvania","17066","Huntingdon","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-77.879575 40.38274)",,,
"LGH-Lititz Family Medicine","562 West 2nd Avenue","Lititz","Pennsylvania","17543","Lancaster","2021-04-26T00:00:00.000","https://lancastergeneralhealth.org/covid-19-information/covid-19-vaccines","717-588-1165","500","false","POINT (-76.315144 40.152633)","0","500","0"
"RITE AID STORE #04965","201 GRACE STREET","PITTSBURGH","Pennsylvania","15211","Allegheny","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.0112567 40.4312878)",,,
"PHN-Latrobe Health Center","529 Lloyd Ave","Latrobe","Pennsylvania","15650","Westmoreland","2021-04-07T00:00:00.000","https://www.primary-health.net/covid-vaccine-clinic.aspx","724-699-9211","100","false","POINT (-79.393058 40.30858)",,,
"Wegmans Pharmacy #097","5000 Wegmans Drive","Bethlehem (Part-Lehigh)","Pennsylvania","18017","Northampton","2021-04-26T00:00:00.000","https://www.wegmans.com/pharmacy/",,,"true","POINT (-75.387114 40.665191)",,,
"The Hometown Pharmacy-Grove City","49 Pine Grove Sq","Grove City","Pennsylvania","16127",,"2021-03-17T00:00:00.000","https://www.thehometownpharmacies.com","330-318-3926","200","false","POINT (-80.111402 41.167202)",,,
"Giant Eagle Pharmacy-2401","1025 Washington Pike","Bridgeville","Pennsylvania","15017","Allegheny","2021-05-03T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.108663 40.36535)",,,
"George L Martin MD PC Allergy and Asthma","Lankenau Med. Bldg West","Wynnewood","Pennsylvania","19096","Montgomery","2021-04-26T00:00:00.000","https://allergypa.com/","610-649-9300","100","false","POINT (-75.259244 39.990498)","0","100","0"
"Giant Eagle Pharmacy-45","9805 McKnight Road","Pittsburgh","Pennsylvania","15237",,"2021-03-17T00:00:00.000",,,,"true","POINT (-80.037468 40.585762)",,,
"CVS Pharmacy # 1608","220 Main Street","Watsontown","Pennsylvania","17777","Northumberland","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.862145 41.083083)",,,
"Medicine Shoppe Pharmacy-353","2665 Brodhead Road","Aliquippa","Pennsylvania","15001","Beaver","2021-04-19T00:00:00.000","https://aliquippa.medicineshoppe.com/","724-375-5561","200","false","POINT (-80.281326 40.605126)",,,
"CVS/pharmacy02053","301-D Main Street, Hempfield S/C","Landisville","Pennsylvania","17538","Lancaster","2021-03-29T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.4201579 40.0932942)",,,
"RITE AID STORE #00819","340 EAST HIGH STREET","POTTSTOWN","Pennsylvania","19464","Montgomery","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.646082 40.245049)",,,
"Value Specialty Pharmacy","1333 Plank Road","Duncansville","Pennsylvania","16635","Blair","2021-04-19T00:00:00.000","https://vsprx.com/","855-265-8008","300","false","POINT (-78.451515 40.408899)",,,
"Newhard Pharmacy","1001 Main Street","Northampton","Pennsylvania","18067","Northampton","2021-04-26T00:00:00.000","https://www.newhardpharmacy.com","610-262-6721","700","false","POINT (-75.488386 40.678614)","0","700","0"
"Redners Pharmacy #22","1 Goldstar Plaza","Shenandoah","Pennsylvania","17976","Schuylkill","2021-04-07T00:00:00.000","https://www.rednerspharmacy.com/coronavirus","570-462-0300",,"false","POINT (-76.2029343 40.8215664)",,,
"Weis Pharmacy-76","1220 Chestnut Street","Emmaus","PA","18049","Lehigh","2021-05-03T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.507897 40.528012)",,,
"Giant Eagle Pharmacy-2421","117 S. Walnut Street","Ligonier","Pennsylvania","15658","Westmoreland","2021-05-03T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.244388 40.245988)",,,
"CVS/pharmacy02131","3943 Hulmeville Road","Bensalem","Pennsylvania","19020","Bucks","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-74.936244 40.109302)",,,
"Weis Pharmacy-63","441 W. Main Street","Mount Joy","PA","17552","Lancaster","2021-05-03T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.49195 40.109113)",,,
"RITE AID STORE #04256","1321 EASTON ROAD","ABINGTON","Pennsylvania","19001","Montgomery","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.131245 40.12673)",,,
"Weis Pharmacy-169","3011 William Penn Hwy","Easton","PA","18045","Northampton","2021-03-29T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-75.261307 40.67685)",,,
"Penn Medicine Radnor","145 King of Prussia Road","Radnor","Pennsylvania","19087","Delaware","2021-05-03T00:00:00.000","https://delcopa.gov/vax","484-276-2100",,"false","POINT (-75.355811 40.039895)",,,
"RITE AID STORE #03972","811 EAST STATE STREET","SHARON","Pennsylvania","16146","Mercer","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.494172 41.233092)",,,
"Tops Pharmacy-672","525 NORTH FRALEY STREET","Kane","Pennsylvania","16735","McKean","2021-04-07T00:00:00.000","https://www.topsmarkets.com/Covid19vaccinations",,,"true","POINT (-78.813352 41.669292)",,,
"Walmart Store #2481","9300 STATE ROUTE 61","COAL TOWNSHIP","Pennsylvania","17866","Northumberland","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-76.506458 40.788949)",,,
"RITE AID STORE #00264","375 PHILADELPHIA STREET","INDIANA","Pennsylvania","15701","Indiana","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.145158 40.622918)",,,
"RITE AID STORE #01566","327 NORTH CHESTER PIKE","GLENOLDEN","Pennsylvania","19036","Delaware","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.283786 39.903093)",,,
"SLUHN-Upper Bucks Campus","3000 St. Luke","Quakertown","Pennsylvania","18951",,"2021-03-17T00:00:00.000","https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine","866-785-8537","1170","false","POINT (-75.3428951 40.4540889)",,,
"Susquehanna Valley Med Specialties P.C.","6850 Lows Road","Bloomsburg","Pennsylvania","17815","Columbia","2021-03-22T00:00:00.000","http://www.svmedspec.com/","570-784-7300","200","false","POINT (-76.351007 41.031886)",,,
"Bucks County Vaccination Site","1304 Veteran Highway","Bristol","Pennsylvania","19007","Bucks","2021-05-03T00:00:00.000","https://www.trackmyvaccine.com/register","1-800-383-0371",,"false","POINT (-74.865156 40.113445)",,,
"RITE AID STORE #01589","6375 LIBRARY ROAD","SOUTH PARK","Pennsylvania","15129","Allegheny","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.0275 40.28963)",,,
"CVS/pharmacy17199","8931 Rte 30","North Huntingdon","PA","156422791","Westmoreland","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (0 0)",,,
"RITE AID STORE #07886","115 LEADER HEIGHTS ROAD","YORK","Pennsylvania","17403","York","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.706397 39.909906)",,,
"PhysicianCare P.C. Towanda","71 Hospital Drive","Towanda","Pennsylvania","18848","Bradford","2021-05-03T00:00:00.000","https://www.physiciancarepc.com/","570-265-6300","500","false","POINT (-76.449029 41.78365)","0","500","0"
"Price Chopper Pharmacy-173","1026 Wyoming Avenue","Wyoming","Pennsylvania","18644","Luzerne","2021-04-07T00:00:00.000","https://pricechopper.com/covidvaccine",,,"true","POINT (-75.853017 41.301072)",,,
"RITE AID STORE #11100","244 COMMERCE CIRCLE","BRISTOL","Pennsylvania","19007","Bucks","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-74.871648 40.102548)",,,
"Giant Eagle Pharmacy-2435","1117 Milltown Road","Verona","Pennsylvania","15147",,"2021-03-17T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.789959 40.49831)",,,
"CVS/pharmacy04020","201 Fieldcrest Dr.","Nottingham","Pennsylvania","19362","Chester","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.021494 39.750295)",,,
"Temple Family Medicine-Fort Washington","515 Pennsylvania Avenue","Fort Washington","Pennsylvania","19034","Montgomery","2021-04-26T00:00:00.000","https://templehealth.vaccine.mychart.com/?allowTestSubmission=1","215-707-6999","200","false","POINT (-75.205986 40.134135)","0","200","0"
"Temple Family Medicine-Fort Washington","515 Pennsylvania Avenue","Fort Washington","Pennsylvania","19034","Montgomery","2021-05-03T00:00:00.000","https://templehealth.vaccine.mychart.com/?allowTestSubmission=1","215-707-6999","200","false","POINT (-75.205986 40.134135)","0","200","0"
"Community Health Net","1202 State Street","Erie","Pennsylvania","16501","Erie","2021-04-19T00:00:00.000","https://www.community-healthnet.com/resources/covid-19-vaccination/","814-454-4530","200","false","POINT (-80.081329 42.123441)",,,
"CVS/pharmacy16541","800 Rock Hill Dr","Bensalem","PA","190201628","Bucks","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-74.958265 40.137725)",,,
"RITE AID STORE #10995","1851 EAST STATE STREET","HERMITAGE","Pennsylvania","16148","Mercer","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.475948 41.233359)",,,
"Astis South Hills Pharmacy LTC","250 Mt. Lebanon Blvd","Pittsburgh","Pennsylvania","15234","Allegheny","2021-04-19T00:00:00.000","https://www.astisrx.com/","412-561-2347",,"true","POINT (-80.037742 40.368319)",,,
"Giant Eagle Pharmacy-2415","1521 N Main Street  EXT","Butler","Pennsylvania","16001","Butler","2021-04-19T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.907563 40.896343)",,,
"RITE AID STORE #01314","501 MAIN STREET STE 2","WHITE HAVEN","Pennsylvania","18661",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.772759 41.059948)",,,
"Guthrie Clinic Troy","285 Guthrie Drive","Troy","Pennsylvania","16947","Bradford","2021-04-26T00:00:00.000","https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment","570-297-4104","200","false","POINT (-76.794804 41.792802)","0","200","0"
